news_id,category,subcategory,i,p
N121484,news,newsus,24973,notpoli
N121499,news,newsus,15791,notpoli
N121500,news,newscrime,2828,notpoli
N121537,news,newsus,8402,notpoli
N121549,news,newsus,13700,notpoli
N121564,news,newsus,23045,notpoli
N121567,news,newsus,28707,notpoli
N121569,news,newsus,20818,notpoli
N121590,news,newsoffbeat,16841,notpoli
N121622,news,newsus,8212,notpoli
N121656,news,newsscienceandtechnology,26410,notpoli
N121658,news,newsworld,1244,notpoli
N121665,news,newsus,3192,notpoli
N121676,news,newsus,3038,notpoli
N121702,news,newsus,3469,notpoli
N121709,news,newsus,16951,notpoli
N121715,news,newsworld,510,notpoli
N121717,news,newscrime,19286,notpoli
N121737,news,newsus,26116,notpoli
N121757,news,newsus,23779,notpoli
N121764,news,newsworld,4059,notpoli
N121775,news,newsus,16772,notpoli
N121853,news,newscrime,8673,notpoli
N12191,news,newsworld,2875,notpoli
N121942,news,newsoffbeat,16249,notpoli
N121952,news,newscrime,19307,notpoli
N121958,news,newsgoodnews,1009,notpoli
N121979,news,newsscienceandtechnology,4360,notpoli
N121989,news,newsus,24983,notpoli
N122013,news,newsus,8158,notpoli
N122018,news,newsscienceandtechnology,7154,notpoli
N122028,news,newsopinion,4843,notpoli
N122059,news,newsus,24987,notpoli
N122075,news,newsoffbeat,10404,notpoli
N122077,news,newsgoodnews,8934,notpoli
N122083,news,newsus,8118,notpoli
N122099,news,newsus,11427,notpoli
N122122,news,newsus,7167,notpoli
N122135,news,newsoffbeat,7255,notpoli
N122143,news,newsus,18538,notpoli
N122181,news,newscrime,2110,notpoli
N122184,news,newsus,23029,notpoli
N122203,news,newscrime,12362,notpoli
N122224,news,newsus,14706,notpoli
N122226,news,newsus,12341,notpoli
N122245,news,newscrime,587,notpoli
N122276,news,newsus,24618,notpoli
N122284,news,newsoffbeat,9632,notpoli
N122298,news,newsscienceandtechnology,14660,notpoli
N122317,news,newsus,26673,notpoli
N122331,news,newsus,11537,notpoli
N122351,news,newsus,16893,notpoli
N122357,news,newsoffbeat,5978,notpoli
N122363,news,newsus,20261,notpoli
N122367,news,newsscienceandtechnology,15326,notpoli
N122377,news,newscrime,17333,notpoli
N122378,news,newsus,26841,notpoli
N122413,news,newsus,13891,notpoli
N122495,news,newscrime,15473,notpoli
N122525,news,newsscienceandtechnology,18815,notpoli
N12253,news,newsus,4036,notpoli
N122538,news,newsus,22279,notpoli
N122562,news,newsus,19178,notpoli
N12257,news,newscrime,18747,notpoli
N122573,news,newsscienceandtechnology,5216,notpoli
N122591,news,newsus,29220,notpoli
N12263,news,newscrime,13049,notpoli
N122638,news,newsscienceandtechnology,11157,notpoli
N122646,news,newsworld,4601,notpoli
N122648,news,newsus,27404,notpoli
N122688,news,newsopinion,2010,notpoli
N12269,news,newsus,28324,notpoli
N122706,news,newsworld,1084,notpoli
N12271,news,newsus,13200,notpoli
N122760,news,newsus,16711,notpoli
N122782,news,newsus,21355,notpoli
N122790,news,newsus,19948,notpoli
N122792,news,newsus,17966,notpoli
N122824,news,newsus,17608,notpoli
N12284,news,newsus,21174,notpoli
N122870,news,newsoffbeat,18861,notpoli
N122876,news,newsus,25286,notpoli
N122889,news,newsus,25235,notpoli
N122897,news,newscrime,1776,notpoli
N122912,news,newsoffbeat,11573,notpoli
N122926,news,newscrime,3280,notpoli
N12293,news,newsus,14929,notpoli
N122971,news,newsus,542,notpoli
N123028,news,newsus,119,notpoli
N123046,news,newscrime,21535,notpoli
N123054,news,newscrime,29263,notpoli
N123062,news,newsus,24354,notpoli
N123063,news,newsus,13892,notpoli
N123066,news,newsus,11672,notpoli
N123081,news,newsscienceandtechnology,1092,notpoli
N123089,news,newsscienceandtechnology,4847,notpoli
N123099,news,newsus,9871,notpoli
N123120,news,newsus,184,notpoli
N123130,news,newscrime,20633,notpoli
N123151,news,newsworld,1796,notpoli
N12316,news,newsus,5780,notpoli
N123161,news,newsoffbeat,10281,notpoli
N123162,news,newsworld,10180,notpoli
N123179,news,newsus,8562,notpoli
N12320,news,newsus,19275,notpoli
N123214,news,newsworld,1071,notpoli
N123231,news,newsworld,24996,notpoli
N123256,news,newsus,15065,notpoli
N123280,news,newsoffbeat,4577,notpoli
N123282,news,newsworld,12431,notpoli
N123300,news,newsus,9366,notpoli
N123301,news,newscrime,9692,notpoli
N123309,news,newsscienceandtechnology,7012,notpoli
N123357,news,newscrime,26586,notpoli
N123359,news,newsus,2628,notpoli
N123405,news,newsoffbeat,21377,notpoli
N123423,news,newsus,12765,notpoli
N123429,news,newsus,22918,notpoli
N123440,news,newsus,8831,notpoli
N123446,news,newsus,28088,notpoli
N123449,news,newsus,8174,notpoli
N123455,news,newsworld,1628,notpoli
N123462,news,newscrime,27059,notpoli
N123474,news,newsus,27968,notpoli
N123516,news,newsus,10156,notpoli
N123538,news,newsscienceandtechnology,8676,notpoli
N123547,news,newsus,20515,notpoli
N123571,news,newsus,11796,notpoli
N123621,news,newsscienceandtechnology,21649,notpoli
N123641,news,newsgoodnews,10549,notpoli
N123646,news,newsscienceandtechnology,25547,notpoli
N123649,news,newscrime,22262,notpoli
N123656,news,newsscienceandtechnology,2559,notpoli
N123669,news,newsus,12651,notpoli
N123675,news,newsus,26095,notpoli
N123706,news,newsscienceandtechnology,7808,notpoli
N123716,news,newsscienceandtechnology,20309,notpoli
N123724,news,newsus,537,notpoli
N123736,news,newsus,12294,notpoli
N123748,news,newsus,23609,notpoli
N12378,news,newsscienceandtechnology,17548,notpoli
N123802,news,newsus,7262,notpoli
N123819,news,newsgoodnews,24051,notpoli
N123829,news,newsus,28926,notpoli
N123845,news,newscrime,6122,notpoli
N123869,news,newsscienceandtechnology,25162,notpoli
N12389,news,newsus,12568,notpoli
N123896,news,newsus,10597,notpoli
N123909,news,newsscienceandtechnology,22598,notpoli
N123929,news,newsus,27655,notpoli
N123950,news,newsus,20461,notpoli
N123985,news,newsus,7826,notpoli
N124003,news,newsus,7474,notpoli
N12401,news,newsus,2695,notpoli
N124134,news,newscrime,28300,notpoli
N124145,news,newsus,1760,notpoli
N124153,news,newsgoodnews,25720,notpoli
N12418,news,newsus,3768,notpoli
N124189,news,newsus,5571,notpoli
N12419,news,newsworld,4314,notpoli
N124192,news,newsus,21007,notpoli
N124213,news,newsscienceandtechnology,28657,notpoli
N124222,news,newsscienceandtechnology,24475,notpoli
N124271,news,newsus,24799,notpoli
N124286,news,newsus,27486,notpoli
N12433,news,newsus,7027,notpoli
N124331,news,newscrime,17024,notpoli
N124361,news,newsscienceandtechnology,5317,notpoli
N124419,news,newsus,9162,notpoli
N12442,news,newsoffbeat,11376,notpoli
N124423,news,newscrime,23971,notpoli
N124436,news,newsus,17652,notpoli
N124444,news,newsus,4195,notpoli
N124499,news,newsus,18921,notpoli
N124535,news,newsus,27116,notpoli
N12458,news,newsworld,473,notpoli
N124604,news,newsworld,8648,notpoli
N124631,news,newsus,13353,notpoli
N124659,news,newscrime,363,notpoli
N124663,news,newsus,14984,notpoli
N12469,news,newsus,17546,notpoli
N124697,news,newsus,28480,notpoli
N124698,news,newsus,5318,notpoli
N124710,news,newsgoodnews,12794,notpoli
N124720,news,newscrime,2345,notpoli
N124727,news,newscrime,13085,notpoli
N124739,news,newsus,19903,notpoli
N124740,news,newscrime,3102,notpoli
N124747,news,newsus,5667,notpoli
N124774,news,newsus,4467,notpoli
N124777,news,newsus,16993,notpoli
N124826,news,newsus,15314,notpoli
N124844,news,newsus,19096,notpoli
N124849,news,newscrime,17938,notpoli
N124852,news,newsus,19270,notpoli
N124858,news,newsus,16850,notpoli
N124876,news,newsworld,244,notpoli
N124893,news,newsus,19925,notpoli
N124907,news,newsscienceandtechnology,18529,notpoli
N124972,news,newsus,13754,notpoli
N124980,news,newsus,14476,notpoli
N124982,news,newsscienceandtechnology,20152,notpoli
N124999,news,newsus,15879,notpoli
N125004,news,newsscienceandtechnology,2988,notpoli
N125036,news,newsus,9912,notpoli
N125075,news,newsus,24163,notpoli
N125137,news,newsus,23058,notpoli
N125145,news,newsus,21154,notpoli
N125148,news,newsus,16340,notpoli
N125176,news,newsus,2818,notpoli
N12521,news,newsus,15354,notpoli
N125210,news,newsus,20783,notpoli
N125256,news,newsus,15575,notpoli
N125265,news,newsus,11536,notpoli
N125267,news,newsscienceandtechnology,24771,notpoli
N125281,news,newsscienceandtechnology,24802,notpoli
N125308,news,newsopinion,19453,notpoli
N125352,news,newsus,5756,notpoli
N125362,news,newsscienceandtechnology,21690,notpoli
N125450,news,newsscienceandtechnology,26946,notpoli
N125456,news,newsus,17138,notpoli
N125460,news,newsus,28573,notpoli
N125472,news,newscrime,15138,notpoli
N125515,news,newscrime,4827,notpoli
N125542,news,newscrime,21917,notpoli
N125588,news,newsus,4386,notpoli
N125597,news,newscrime,28067,notpoli
N125624,news,newsus,16814,notpoli
N125628,news,newsworld,18647,notpoli
N125638,news,newscrime,15119,notpoli
N125642,news,newsworld,989,notpoli
N12567,news,newsus,11932,notpoli
N125723,news,newsus,19075,notpoli
N125728,news,newsus,16330,notpoli
N125742,news,newsus,5772,notpoli
N125752,news,newsus,22652,notpoli
N125778,news,newsus,21312,notpoli
N125788,news,newsus,6186,notpoli
N125790,news,newsus,8762,notpoli
N125791,news,newsus,9185,notpoli
N12581,news,newsus,22910,notpoli
N125818,news,newscrime,740,notpoli
N125826,news,newsus,5410,notpoli
N125835,news,newsus,21159,notpoli
N125842,news,newsoffbeat,24085,notpoli
N125863,news,newsus,24880,notpoli
N125876,news,newsus,16932,notpoli
N125885,news,newsus,27301,notpoli
N125909,news,newsus,18783,notpoli
N125917,news,newsus,28056,notpoli
N12592,news,newsworld,28358,notpoli
N125966,news,newsus,8177,notpoli
N125967,news,newsus,6510,notpoli
N125974,news,newsus,888,notpoli
N126014,news,newsscienceandtechnology,27572,notpoli
N126027,news,newscrime,26539,notpoli
N126028,news,newsworld,16549,notpoli
N126038,news,newsus,15893,notpoli
N126040,news,newsus,16174,notpoli
N126047,news,newsus,11029,notpoli
N12605,news,newsus,10027,notpoli
N126089,news,newsus,24210,notpoli
N126091,news,newsworld,6030,notpoli
N126097,news,newsus,5731,notpoli
N126150,news,newsworld,29225,notpoli
N126153,news,newsus,13387,notpoli
N126161,news,newsus,12610,notpoli
N126192,news,newscrime,12669,notpoli
N126213,news,newsus,25708,notpoli
N126230,news,newsscienceandtechnology,6363,notpoli
N126237,news,newsus,17890,notpoli
N126294,news,newsscienceandtechnology,27713,notpoli
N126312,news,newsus,16039,notpoli
N126314,news,newsus,16440,notpoli
N126320,news,newscrime,20047,notpoli
N126326,news,newsus,12485,notpoli
N126330,news,newsscienceandtechnology,29106,notpoli
N126333,news,newsus,2376,notpoli
N126337,news,newsscienceandtechnology,5997,notpoli
N126352,news,newsus,25897,notpoli
N126355,news,newsworld,24913,notpoli
N126364,news,newsscienceandtechnology,29145,notpoli
N126375,news,newscrime,4449,notpoli
N126390,news,newsus,25202,notpoli
N126394,news,newsus,13209,notpoli
N126405,news,newsus,15693,notpoli
N126406,news,newsopinion,27513,notpoli
N126415,news,newsworld,2683,notpoli
N126426,news,newsus,23796,notpoli
N126436,news,newsus,4452,notpoli
N12644,news,newscrime,7226,notpoli
N126461,news,newscrime,21537,notpoli
N126485,news,newsus,8477,notpoli
N12649,news,newsus,14618,notpoli
N126490,news,newsus,23951,notpoli
N126502,news,newsus,25810,notpoli
N126503,news,newsus,27386,notpoli
N126508,news,newsscienceandtechnology,28513,notpoli
N12652,news,newsscienceandtechnology,22476,notpoli
N12653,news,newscrime,8635,notpoli
N126544,news,newsscienceandtechnology,29226,notpoli
N126564,news,newsscienceandtechnology,29157,notpoli
N126582,news,newsscienceandtechnology,22982,notpoli
N12662,news,newsus,12730,notpoli
N126623,news,newsus,4678,notpoli
N126637,news,newsus,24227,notpoli
N126678,news,newscrime,684,notpoli
N126684,news,newsscienceandtechnology,24823,notpoli
N126699,news,newsus,12775,notpoli
N126719,news,newsus,11830,notpoli
N126722,news,newsopinion,2855,notpoli
N126738,news,newsus,16853,notpoli
N126781,news,newsus,27842,notpoli
N126817,news,newsus,16243,notpoli
N126822,news,newsus,29239,notpoli
N12683,news,newsus,28892,notpoli
N126851,news,newscrime,13120,notpoli
N126865,news,newsscienceandtechnology,13926,notpoli
N126867,news,newsoffbeat,11048,notpoli
N126891,news,newscrime,3230,notpoli
N126895,news,newsus,29296,notpoli
N126936,news,newsus,27232,notpoli
N126994,news,newsscience,25864,notpoli
N127009,news,newsus,15890,notpoli
N127029,news,newsscienceandtechnology,19478,notpoli
N127041,news,newsus,22946,notpoli
N127069,news,newsus,24838,notpoli
N127101,news,newsus,5035,notpoli
N127122,news,newsscienceandtechnology,7966,notpoli
N127156,news,newscrime,7534,notpoli
N127161,news,newsopinion,2570,notpoli
N127189,news,newsus,18851,notpoli
N127197,news,newsscienceandtechnology,12176,notpoli
N127201,news,newsus,26756,notpoli
N127218,news,newsus,6151,notpoli
N127221,news,newsus,22027,notpoli
N127242,news,newsus,11747,notpoli
N127246,news,newsworld,2571,notpoli
N127252,news,newsworld,17602,notpoli
N127265,news,newsus,12317,notpoli
N127274,news,newsus,10839,notpoli
N12730,news,newsus,2444,notpoli
N127302,news,newscrime,11354,notpoli
N127304,news,newscrime,13762,notpoli
N127370,news,newsus,26361,notpoli
N127378,news,newsus,13857,notpoli
N127406,news,newscrime,9020,notpoli
N12746,news,newscrime,1878,notpoli
N127469,news,newsworld,624,notpoli
N127489,news,newsus,15191,notpoli
N12749,news,newsus,18458,notpoli
N127538,news,newsus,14750,notpoli
N127541,news,newsus,18574,notpoli
N127556,news,newscrime,26664,notpoli
N127559,news,newsus,28013,notpoli
N127573,news,newsworld,28309,notpoli
N127585,news,newsworld,355,notpoli
N127586,news,newsus,5705,notpoli
N12761,news,newsus,21352,notpoli
N127619,news,newsus,10655,notpoli
N127633,news,newsus,18474,notpoli
N127636,news,newsus,12081,notpoli
N127648,news,newsworld,1263,notpoli
N127657,news,newsus,1675,notpoli
N127700,news,newsscienceandtechnology,22529,notpoli
N127707,news,newsus,16463,notpoli
N12771,news,newsus,28137,notpoli
N127736,news,newsscienceandtechnology,4992,notpoli
N127742,news,newsus,1280,notpoli
N127750,news,newsus,29300,notpoli
N127752,news,newsus,20342,notpoli
N127771,news,newsscienceandtechnology,26293,notpoli
N127793,news,newsscienceandtechnology,24081,notpoli
N127836,news,newsus,50,notpoli
N127852,news,newsus,9604,notpoli
N127861,news,newsworld,11027,notpoli
N127871,news,newsus,28753,notpoli
N127892,news,newscrime,17755,notpoli
N127894,news,newsus,27526,notpoli
N127897,news,newsoffbeat,5854,notpoli
N127917,news,newsus,17269,notpoli
N127934,news,newsoffbeat,16257,notpoli
N127935,news,newsus,15844,notpoli
N127949,news,newsus,27830,notpoli
N127950,news,newsus,23917,notpoli
N1280,news,newsworld,21360,notpoli
N128008,news,newsscienceandtechnology,3270,notpoli
N128037,news,newsus,11611,notpoli
N128075,news,newsus,12877,notpoli
N128091,news,newsscienceandtechnology,20134,notpoli
N128099,news,newsus,28970,notpoli
N1281,news,newsus,8639,notpoli
N12812,news,newsus,28906,notpoli
N128138,news,newsus,9562,notpoli
N128166,news,newsscienceandtechnology,5015,notpoli
N128176,news,newsscienceandtechnology,5157,notpoli
N128207,news,newscrime,11261,notpoli
N128229,news,newsworld,5995,notpoli
N128238,news,newsus,13303,notpoli
N128251,news,newsus,14386,notpoli
N128257,news,newsworld,2794,notpoli
N12826,news,newselection2020,1693,notpoli
N128263,news,newsus,24281,notpoli
N128264,news,newsus,21686,notpoli
N128275,news,newsworld,18652,notpoli
N1283,news,newsus,19024,notpoli
N128304,news,newsus,21581,notpoli
N12836,news,newsscienceandtechnology,2483,notpoli
N128367,news,newsus,79,notpoli
N128375,news,newsus,4035,notpoli
N128384,news,newsus,7609,notpoli
N128389,news,newsworld,936,notpoli
N128436,news,newsus,28227,notpoli
N128443,news,newscrime,13064,notpoli
N128458,news,newsscienceandtechnology,11156,notpoli
N128488,news,newsworld,11657,notpoli
N128508,news,newscrime,29097,notpoli
N128519,news,newscrime,9023,notpoli
N128538,news,newsus,23888,notpoli
N128557,news,newsus,16052,notpoli
N128581,news,newsus,23753,notpoli
N128610,news,newsus,8262,notpoli
N128618,news,newsus,5445,notpoli
N128633,news,newsus,4670,notpoli
N128652,news,newsscienceandtechnology,21562,notpoli
N128673,news,newsus,7417,notpoli
N128690,news,newsworld,12484,notpoli
N128693,news,newsscienceandtechnology,22533,notpoli
N128695,news,newscrime,8376,notpoli
N128696,news,newsus,9326,notpoli
N1287,news,newscrime,28610,notpoli
N128760,news,newsus,20161,notpoli
N128773,news,newsscienceandtechnology,8677,notpoli
N128781,news,newsus,9977,notpoli
N128786,news,newsus,11043,notpoli
N128808,news,newsus,16968,notpoli
N128813,news,newsus,20508,notpoli
N12883,news,newsus,15212,notpoli
N128838,news,newsscienceandtechnology,16669,notpoli
N128866,news,newsscienceandtechnology,25161,notpoli
N128914,news,newsus,15441,notpoli
N12892,news,newsus,28598,notpoli
N12897,news,newsus,14006,notpoli
N128986,news,newsscienceandtechnology,5820,notpoli
N128992,news,newsus,19318,notpoli
N128994,news,newsus,10348,notpoli
N128997,news,newsus,24116,notpoli
N129018,news,newscrime,4315,notpoli
N129025,news,newsus,27216,notpoli
N129041,news,newsus,12737,notpoli
N129055,news,newscrime,2327,notpoli
N129066,news,newsscienceandtechnology,15628,notpoli
N129115,news,newsscienceandtechnology,26454,notpoli
N129139,news,newsscienceandtechnology,22980,notpoli
N129161,news,newsus,16096,notpoli
N129164,news,newsscienceandtechnology,4359,notpoli
N12917,news,newsus,2685,notpoli
N12918,news,newsus,13517,notpoli
N129186,news,newsus,12886,notpoli
N129208,news,newsopinion,4939,notpoli
N129220,news,newsus,9437,notpoli
N129222,news,newsscienceandtechnology,6049,notpoli
N129252,news,newsoffbeat,6134,notpoli
N129254,news,newsus,14111,notpoli
